,weight,birthDate,height,foot,shortName,currentNationalTeamId,passportArea.name,passportArea.alpha3code,role.code2,role.code3,role.name,birthArea.name,birthArea.alpha2code,age_2018
1674,76,1994-04-13,182,right,Mahmoud Kahraba,16129.0,Egypt,EGY,MD,MID,Midfielder,Egypt,EG,24
1675,80,1989-08-07,186,right,E. Lamanna,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,29
1676,83,1989-08-11,186,right,L. Ceppitelli,,Italy,ITA,DF,DEF,Defender,Italy,IT,29
1677,83,1991-01-25,193,right,Ahmed Hegazy,16129.0,Egypt,EGY,DF,DEF,Defender,Egypt,EG,27
1678,66,1991-02-11,178,right,A. Stoian,,Romania,ROU,FW,FWD,Forward,Romania,RO,27
1679,78,1990-06-17,180,right,L. Del Pinto,,Italy,ITA,MD,MID,Midfielder,Italy,IT,28
1680,79,1997-05-26,186,right,F. Romagna,3763.0,Italy,ITA,DF,DEF,Defender,Italy,IT,21
1681,81,1991-02-26,186,right,B. Sigurðarson,7839.0,Iceland,ISL,FW,FWD,Forward,Iceland,IS,27
1682,82,1984-09-29,190,right,R. Jarstein,7336.0,Norway,NOR,GK,GKP,Goalkeeper,Norway,NO,34
1683,69,1997-10-25,175,right,F. Chiesa,3757.0,Italy,ITA,MD,MID,Midfielder,Italy,IT,21
1684,73,1997-06-01,189,left,Y. En-Nesyri,16216.0,Morocco,MAR,FW,FWD,Forward,Morocco,MA,21
1685,80,1990-07-14,190,right,A. Seculin,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,28
1686,78,1992-09-01,183,left,C. Biraghi,,Italy,ITA,DF,DEF,Defender,Italy,IT,26
1687,75,1991-06-20,185,left,D. Falcinelli,,Italy,ITA,FW,FWD,Forward,Italy,IT,27
1688,65,1987-11-03,169,right,M. Sau,,Italy,ITA,FW,FWD,Forward,Italy,IT,31
1689,77,1992-04-19,188,right,L. Antei,,Italy,ITA,DF,DEF,Defender,Italy,IT,26
1690,66,1991-12-27,172,right,Keko,,Spain,ESP,MD,MID,Midfielder,Spain,ES,27
1691,85,1992-06-06,190,right,M. Festa,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,26
1692,80,1989-02-26,184,right,Marwan Mohsen,16129.0,Egypt,EGY,FW,FWD,Forward,Egypt,EG,29
1693,80,1989-03-09,185,right,C. Vargas,12430.0,Colombia,COL,GK,GKP,Goalkeeper,Colombia,CO,29
1694,73,1991-05-12,181,right,N. Giannetti,,Italy,ITA,FW,FWD,Forward,Italy,IT,27
1695,72,1994-07-28,182,right,José Naranjo,,Spain,ESP,FW,FWD,Forward,Spain,ES,24
1696,80,1991-11-13,189,right,A. Lunev,14358.0,Russia,RUS,GK,GKP,Goalkeeper,Russia,RU,27
1697,70,1996-01-26,177,right,Hwang Hee-Chan,14855.0,Korea Republic,KOR,FW,FWD,Forward,Korea Republic,KR,22
1698,88,1988-11-27,190,right,A. Galabinov,9400.0,Bulgaria,BGR,FW,FWD,Forward,Bulgaria,BG,30
1699,71,2000-01-28,193,left,C. Früchtl,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,18
1700,70,1992-07-11,180,right,Mohamed Elneny,16129.0,Egypt,EGY,MD,MID,Midfielder,Egypt,EG,26
1701,74,1986-05-05,180,right,Markel Bergara,,Spain,ESP,MD,MID,Midfielder,Spain,ES,32
1702,72,1992-06-15,175,left,Mohamed Salah,16129.0,Egypt,EGY,FW,FWD,Forward,Egypt,EG,26
1703,83,1991-04-27,193,right,F. Rossi,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,27
1704,82,1988-12-01,193,left,P. Djilobodji,,Senegal,SEN,DF,DEF,Defender,Senegal,SN,30
1705,96,1990-07-07,192,right,A. Donnarumma,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,28
1706,83,1990-06-30,185,right,A. Caracciolo,,Italy,ITA,DF,DEF,Defender,Italy,IT,28
1707,68,1998-02-25,178,right,I. Sarr,19314.0,Senegal,SEN,MD,MID,Midfielder,Senegal,SN,20
1708,71,1991-03-18,175,left,M. Büchel,,Liechtenstein,LIE,MD,MID,Midfielder,Austria,AT,27
1709,67,1991-05-27,170,left,Mário Rui,9905.0,Portugal,PRT,DF,DEF,Defender,Portugal,PT,27
1710,70,1998-08-06,180,right,N. Pierini,,Italy,ITA,FW,FWD,Forward,Italy,IT,20
1711,74,1992-03-06,179,right,P. Iemmello,,Italy,ITA,FW,FWD,Forward,Italy,IT,26
1712,73,1991-09-20,180,right,I. Cofie,,Ghana,GHA,MD,MID,Midfielder,Ghana,GH,27
1713,79,1984-11-12,181,right,F. Magnanelli,,Italy,ITA,MD,MID,Midfielder,Italy,IT,34
1714,77,1986-05-23,191,right,S. Missiroli,,Italy,ITA,MD,MID,Midfielder,Italy,IT,32
1715,73,1995-07-19,180,right,M. Rog,,Croatia,HRV,MD,MID,Midfielder,Croatia,HR,23
1716,78,1992-08-14,184,left,B. Martella,,Italy,ITA,DF,DEF,Defender,Italy,IT,26
1717,84,1991-06-25,186,left,S. Zaza,3757.0,Italy,ITA,FW,FWD,Forward,Italy,IT,27
1718,82,1992-02-15,189,left,G. Ferrari,,Italy,ITA,DF,DEF,Defender,Italy,IT,26
1719,74,1994-12-05,181,right,O. Duda,14496.0,Slovakia,SVK,MD,MID,Midfielder,Slovakia,SK,24
1720,71,1986-12-07,175,right,L. Memushaj,8731.0,Albania,ALB,MD,MID,Midfielder,Albania,AL,32
1721,70,1998-06-23,175,right,J. Brekalo,9604.0,Croatia,HRV,MD,MID,Midfielder,Croatia,HR,20
1722,80,1991-04-05,192,left,Y. Bounou,16216.0,Morocco,MAR,GK,GKP,Goalkeeper,Canada,CA,27
1723,66,1997-07-14,173,left,C. Ünder,4687.0,Turkey,TUR,FW,FWD,Forward,Turkey,TR,21
1724,78,1992-01-22,184,left,A. Lazaar,,Italy,ITA,DF,DEF,Defender,Morocco,MA,26
1725,75,1992-08-30,192,left,A. Tozzo,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,26
1726,70,1994-11-19,188,right,I. M'baye,,Senegal,SEN,DF,DEF,Defender,Senegal,SN,24
1727,77,1997-02-06,186,left,J. Horn,3155.0,Germany,DEU,DF,DEF,Defender,Germany,DE,21
1728,75,1993-01-14,178,right,Daniel Bessa,,Italy,ITA,MD,MID,Midfielder,Brazil,BR,25
1729,78,1993-03-10,178,left,A. Duncan,,Italy,ITA,MD,MID,Midfielder,Ghana,GH,25
1730,79,1992-01-28,184,left,O. Haddadi,16276.0,Tunisia,TUN,DF,DEF,Defender,Tunisia,TN,26
1731,66,1995-03-16,181,left,Ailton,,Brazil,BRA,DF,DEF,Defender,Brazil,BR,23
1732,93,1986-09-27,188,right,S. Ruffier,,France,FRA,GK,GKP,Goalkeeper,France,FR,32
1733,75,1992-03-18,177,right,F. Sassi,16276.0,Tunisia,TUN,MD,MID,Midfielder,Tunisia,TN,26
1734,84,1990-06-06,192,right,V. Belec,12046.0,Slovenia,SVN,GK,GKP,Goalkeeper,Slovenia,SI,28
1735,75,1988-04-17,173,left,F. Migliore,,France,FRA,DF,DEF,Defender,Italy,IT,30
1736,78,2001-03-17,188,right,P. Pellegri,,Italy,ITA,FW,FWD,Forward,Italy,IT,17
1737,68,1991-09-10,175,right,N. Sansone,,Italy,ITA,FW,FWD,Forward,Germany,DE,27
1738,74,1997-04-24,182,right,F. Depaoli,3763.0,Italy,ITA,MD,MID,Midfielder,Italy,IT,21
1739,80,1987-09-25,185,right,F. Lucioni,,Italy,ITA,DF,DEF,Defender,Italy,IT,31
1740,87,1986-08-04,192,right,O. Ivanov,,Russia,RUS,MD,MID,Midfielder,Russia,RU,32
1741,79,1989-04-28,189,right,G. Angella,,Italy,ITA,DF,DEF,Defender,Italy,IT,29
1742,76,1989-10-12,180,left,N. Viola,,Italy,ITA,MD,MID,Midfielder,Italy,IT,29
1743,78,1990-03-27,183,right,A. Ragusa,,Italy,ITA,FW,FWD,Forward,Italy,IT,28
1744,77,1986-01-28,178,right,F. Pisacane,,Italy,ITA,DF,DEF,Defender,Italy,IT,32
1745,71,1993-06-16,181,right,A. Niane,19001.0,France,FRA,FW,FWD,Forward,Mali,ML,25
1746,90,1996-05-31,190,right,J. Andersen,7719.0,Denmark,DNK,DF,DEF,Defender,Denmark,DK,22
1747,72,1987-09-08,174,right,Víctor Sánchez,,Spain,ESP,MD,MID,Midfielder,Spain,ES,31
1748,75,1991-05-08,185,left,L. Sepe,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,27
1749,70,1979-03-30,181,right,A. Tymoshchuk,,Ukraine,UKR,MD,MID,Midfielder,Ukraine,UA,39
1750,90,1999-06-03,196,left,D. Zagadou,,France,FRA,DF,DEF,Defender,France,FR,19
1751,76,1992-03-02,183,right,A. Izzo,,Italy,ITA,DF,DEF,Defender,Italy,IT,26
1752,75,1999-04-09,185,left,S. Nsoki,,France,FRA,DF,DEF,Defender,France,FR,19
1753,78,1988-11-26,188,right,L. Pavoletti,,Italy,ITA,FW,FWD,Forward,Italy,IT,30
1754,80,1998-12-31,186,right,A. Racioppi,,Switzerland,CHE,GK,GKP,Goalkeeper,Switzerland,CH,20
1755,84,1988-05-11,186,right,Raúl Navas,,Spain,ESP,DF,DEF,Defender,Spain,ES,30
1756,73,1996-03-13,177,right,Nathan,,Brazil,BRA,MD,MID,Midfielder,Brazil,BR,22
1757,79,1991-06-17,180,left,G. Defrel,,France,FRA,FW,FWD,Forward,France,FR,27
1758,80,1989-11-24,190,right,L. Hradecky,4849.0,Finland,FIN,GK,GKP,Goalkeeper,Slovakia,SK,29
1759,77,1991-06-05,177,right,M. Braithwaite,7712.0,Guyana,GUY,FW,FWD,Forward,Denmark,DK,27
1760,67,1989-10-24,175,right,C. Gamboa,16871.0,Costa Rica,CRI,DF,DEF,Defender,Costa Rica,CR,29
1761,79,1990-04-23,191,right,M. Jørgensen,7712.0,Denmark,DNK,DF,DEF,Defender,Denmark,DK,28
1762,88,1994-09-16,192,right,B. Petković,,Croatia,HRV,FW,FWD,Forward,Croatia,HR,24
1763,65,1990-02-18,172,left,B. Oviedo,16871.0,Costa Rica,CRI,DF,DEF,Defender,Costa Rica,CR,28
1764,71,1991-09-03,182,left,T. Delaney,7712.0,United States,USA,MD,MID,Midfielder,Denmark,DK,27
1765,81,1988-03-01,182,right,N. Roux,,France,FRA,FW,FWD,Forward,France,FR,30
1766,68,1994-01-08,168,left,R. Durmisi,,Albania,ALB,DF,DEF,Defender,Denmark,DK,24
1767,83,1992-08-25,186,right,Borja Bastón,,Spain,ESP,FW,FWD,Forward,Spain,ES,26
1768,68,1983-06-06,170,right,M. Krohn-Dehli,7712.0,Denmark,DNK,MD,MID,Midfielder,Denmark,DK,35
1769,81,1991-02-21,180,right,J. Stryger Larsen,7712.0,Denmark,DNK,DF,DEF,Defender,Denmark,DK,27
1770,74,1988-01-22,180,left,M. Schmelzer,,Germany,DEU,DF,DEF,Defender,Germany,DE,30
1771,88,1989-02-01,195,right,J. Lössl,7712.0,Denmark,DNK,GK,GKP,Goalkeeper,Denmark,DK,29
1772,90,1987-03-15,192,right,I. Vargić,,Croatia,HRV,GK,GKP,Goalkeeper,Croatia,HR,31
1773,80,1997-02-02,192,right,S. Umar,,Nigeria,NGA,FW,FWD,Forward,Nigeria,NG,21
1774,66,1990-05-10,173,right,Diego Farias,,Brazil,BRA,FW,FWD,Forward,Brazil,BR,28
1775,76,1999-02-25,198,right,G. Donnarumma,3757.0,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,19
1776,75,1998-01-03,184,right,P. Cutrone,,Italy,ITA,FW,FWD,Forward,Italy,IT,20
1777,91,1998-10-28,196,right,F. Uzoho,16823.0,Nigeria,NGA,GK,GKP,Goalkeeper,Nigeria,NG,20
1778,90,1996-01-07,182,right,I. Success,,Nigeria,NGA,FW,FWD,Forward,Nigeria,NG,22
1779,80,1992-04-24,185,right,L. Rizzo,,Italy,ITA,MD,MID,Midfielder,Italy,IT,26
1780,82,1991-10-09,182,right,A. Delort,,France,FRA,FW,FWD,Forward,France,FR,27
1781,75,1992-04-10,175,right,S. Mané,19314.0,Senegal,SEN,FW,FWD,Forward,Senegal,SN,26
1782,73,1992-10-05,180,right,M. Fossati,,Italy,ITA,MD,MID,Midfielder,Italy,IT,26
1783,70,1996-08-21,182,right,S. Amrabat,16216.0,Morocco,MAR,MD,MID,Midfielder,Netherlands,NL,22
1784,81,1996-10-16,186,right,H. Koffi,,Burkina Faso,BFA,GK,GKP,Goalkeeper,Burkina Faso,BF,22
1785,71,1994-10-01,179,right,Trézéguet,16129.0,Egypt,EGY,MD,MID,Midfielder,Egypt,EG,24
1786,78,1994-06-15,193,right,Y. Poulsen,7712.0,Tanzania,TZA,FW,FWD,Forward,Denmark,DK,24
1787,69,1991-10-28,172,left,M. Acuña,12274.0,Argentina,ARG,MD,MID,Midfielder,Argentina,AR,27
1788,75,1997-09-01,184,right,L. Dimata,5635.0,Belgium,BEL,FW,FWD,Forward,Congo DR,CD,21
1789,69,1993-11-15,177,left,P. Dybala,12274.0,Poland,POL,FW,FWD,Forward,Argentina,AR,25
1790,70,1990-11-10,184,right,A. Jóhannsson,,Iceland,ISL,FW,FWD,Forward,United States,US,28
1791,80,1993-07-12,185,right,L. Lerager,7712.0,Denmark,DNK,MD,MID,Midfielder,Denmark,DK,25
1792,87,1992-05-10,192,right,M. Sportiello,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,26
1793,70,1999-07-11,178,left,Z. Youssouf,,Comoros,COM,MD,MID,Midfielder,France,FR,19
1794,80,1993-02-12,187,right,P. Faragò,,Italy,ITA,MD,MID,Midfielder,Italy,IT,25
1795,72,1995-04-01,172,right,C. Akolo,18538.0,Congo DR,COD,FW,FWD,Forward,Congo DR,CD,23
1797,85,1986-08-17,184,right,M. Berg,7047.0,Sweden,SWE,FW,FWD,Forward,Sweden,SE,32
1798,82,1984-01-01,185,right,P. Guerrero,15594.0,Peru,PER,FW,FWD,Forward,Peru,PE,34
1799,74,1989-04-07,184,right,B. Leroy,,France,FRA,GK,GKP,Goalkeeper,France,FR,29
1800,79,1998-06-06,184,right,B. Jatta,,Gambia,GMB,MD,MID,Midfielder,Gambia,GM,20
1801,78,1996-09-16,184,right,A. Blin,,France,FRA,MD,MID,Midfielder,France,FR,22
1802,74,1998-05-23,185,right,M. Léris,,Algeria,DZA,FW,FWD,Forward,France,FR,20
1803,72,2000-02-16,180,right,A. Gouiri,4423.0,Algeria,DZA,FW,FWD,Forward,France,FR,18
1804,74,1998-05-06,180,right,C. Adjapong,3763.0,Italy,ITA,DF,DEF,Defender,Italy,IT,20
1805,71,1989-04-17,171,left,C. Aránguiz,,Chile,CHL,MD,MID,Midfielder,Chile,CL,29
1806,74,1993-09-30,178,right,F. Zampano,,Italy,ITA,DF,DEF,Defender,Italy,IT,25
1807,82,1997-03-22,190,left,A. Meret,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,21
1808,68,1997-02-07,172,right,N. Barella,,Italy,ITA,MD,MID,Midfielder,Italy,IT,21
1809,77,1997-09-30,180,left,G. Felicioli,3764.0,Italy,ITA,DF,DEF,Defender,Italy,IT,21
1810,75,1998-01-08,185,right,M. Locatelli,3763.0,Italy,ITA,MD,MID,Midfielder,Italy,IT,20
1812,76,1993-06-13,185,right,Thomas,,Ghana,GHA,MD,MID,Midfielder,Ghana,GH,25
1813,92,1997-01-09,194,right,I. Diop,4425.0,Senegal,SEN,DF,DEF,Defender,France,FR,21
1814,75,1997-04-09,183,right,E. Kwateng,,Ghana,GHA,DF,DEF,Defender,France,FR,21
1815,63,1997-05-11,178,right,C. Michelin,4426.0,France,FRA,DF,DEF,Defender,France,FR,21
1816,61,1997-01-04,180,right,A. Lusamba,,Congo DR,COD,MD,MID,Midfielder,France,FR,21
1817,67,1997-05-15,178,both,O. Dembélé,4418.0,Mauritania,MRT,FW,FWD,Forward,France,FR,21
1818,77,1997-01-09,187,right,O. Käuper,,Germany,DEU,MD,MID,Midfielder,Germany,DE,21
1819,72,1988-11-10,184,right,M. Coda,,Italy,ITA,FW,FWD,Forward,Italy,IT,30
1820,74,1995-09-30,175,right,M. Arambarri,,Uruguay,URY,MD,MID,Midfielder,Uruguay,UY,23
1821,65,1994-09-14,168,right,Fahad Al Muwallad,16521.0,Saudi Arabia,SAU,FW,FWD,Forward,Saudi Arabia,SA,24
1822,75,1996-03-20,178,left,M. Udol,,France,FRA,DF,DEF,Defender,France,FR,22
1823,74,1993-01-15,182,right,D. Kuzyaev,14358.0,Tajikistan,TJK,MD,MID,Midfielder,Russia,RU,25
1824,77,1995-06-16,189,right,B. Guillaume,,Belgium,BEL,FW,FWD,Forward,Belgium,BE,23
1825,65,1993-03-19,180,left,H. Ziyech,16216.0,Morocco,MAR,MD,MID,Midfielder,Netherlands,NL,25
1826,75,1993-05-25,188,right,T. Letschert,,Netherlands,NLD,DF,DEF,Defender,Netherlands,NL,25
1827,81,1992-04-14,196,right,J. Pavlenka,11555.0,Czech Republic,CZE,GK,GKP,Goalkeeper,Czech Republic,CZ,26
1828,72,1991-08-19,171,right,Salem Al Dawsari,16521.0,Saudi Arabia,SAU,MD,MID,Midfielder,Saudi Arabia,SA,27
1829,82,1993-09-08,193,left,A. Hack,,Germany,DEU,DF,DEF,Defender,Germany,DE,25
1830,83,1990-06-18,178,right,R. Sigurjónsson,,Iceland,ISL,MD,MID,Midfielder,Iceland,IS,28
1831,70,1991-02-12,179,right,P. Herrmann,,Germany,DEU,MD,MID,Midfielder,Germany,DE,27
1832,75,1993-08-05,188,right,S. Ingason,7839.0,Iceland,ISL,DF,DEF,Defender,Iceland,IS,25
1833,63,1996-03-05,172,left,Boschilia,6388.0,Italy,ITA,MD,MID,Midfielder,Brazil,BR,22
1834,76,1996-01-21,182,left,Marco Asensio,1598.0,Netherlands,NLD,MD,MID,Midfielder,Spain,ES,22
1835,74,1998-03-25,184,right,E. Demirović,10007.0,Germany,DEU,FW,FWD,Forward,Bosnia-Herzegovina,BA,20
1836,71,1993-04-30,182,right,A. Traustason,7839.0,Iceland,ISL,MD,MID,Midfielder,Iceland,IS,25
1837,84,1988-02-25,186,left,G. Poluzzi,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,30
1838,83,1994-01-15,186,right,E. Pulgar,12381.0,Chile,CHL,MD,MID,Midfielder,Chile,CL,24
1839,79,1995-01-08,189,right,M. Steinmann,,Finland,FIN,MD,MID,Midfielder,Germany,DE,23
1840,80,1997-04-17,186,right,F. Eboa Eboa,,Cameroon,CMR,DF,DEF,Defender,Cameroon,CM,21
1841,70,1997-01-03,182,left,F. Touré,,France,FRA,DF,DEF,Defender,France,FR,21
1842,63,1997-08-23,167,left,Óscar Melendo,,Spain,ESP,MD,MID,Midfielder,Spain,ES,21
1843,77,1993-09-30,177,left,P. Max,,Germany,DEU,DF,DEF,Defender,Germany,DE,25
1844,74,1994-06-29,174,right,Ivi,,Spain,ESP,FW,FWD,Forward,Spain,ES,24
1845,84,1993-04-08,191,left,Vesga,,Spain,ESP,MD,MID,Midfielder,Spain,ES,25
1846,69,1997-02-25,168,right,S. Ascacíbar,,Argentina,ARG,MD,MID,Midfielder,Argentina,AR,21
1847,76,1984-04-04,179,right,Charles,,Spain,ESP,FW,FWD,Forward,Brazil,BR,34
1848,76,1997-07-09,183,right,Iván Villar,1604.0,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,21
1849,75,1996-08-11,184,right,Antonio Sivera,1604.0,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,22
1850,63,1990-06-29,173,right,G. Letizia,,Italy,ITA,DF,DEF,Defender,Italy,IT,28
1851,72,1993-04-07,180,right,V. Grifo,,Italy,ITA,MD,MID,Midfielder,Germany,DE,25
1852,73,1997-01-09,181,left,Adrián Marín,,Spain,ESP,DF,DEF,Defender,Spain,ES,21
1853,65,1999-07-07,170,left,M. Diaby,4423.0,France,FRA,FW,FWD,Forward,France,FR,19
1854,70,1995-07-11,175,left,Benito Ramírez,,Spain,ESP,MD,MID,Midfielder,Spain,ES,23
1855,63,1991-06-17,174,right,M. Pucciarelli,,Italy,ITA,FW,FWD,Forward,Italy,IT,27
1856,79,1986-10-22,183,left,Ş. Radu,,Romania,ROU,DF,DEF,Defender,Romania,RO,32
1857,67,1995-03-09,172,right,Á. Correa,,Argentina,ARG,FW,FWD,Forward,Argentina,AR,23
1858,70,1996-04-30,180,right,Iván Rodríguez,,Spain,ESP,DF,DEF,Defender,Spain,ES,22
1859,62,1993-07-08,171,right,E. Kaçe,,Albania,ALB,MD,MID,Midfielder,Albania,AL,25
1860,75,1984-08-18,185,right,D. Basta,,Serbia,SRB,DF,DEF,Defender,Serbia,RS,34
1861,90,1993-12-28,192,right,J. Billong,,France,FRA,DF,DEF,Defender,France,FR,25
1862,68,1997-05-25,183,,G. Banaziak,,France,FRA,GK,GKP,Goalkeeper,France,FR,21
1863,71,1994-11-10,173,right,T. Asano,,Japan,JPN,FW,FWD,Forward,Japan,JP,24
1864,83,1998-10-27,185,right,D. Upamecano,,Guinea-Bissau,GNB,DF,DEF,Defender,France,FR,20
1865,75,1998-06-12,177,left,J. Makengo,4426.0,Congo DR,COD,MD,MID,Midfielder,France,FR,20
1866,77,1998-07-08,185,right,Y. Karamoh,,France,FRA,FW,FWD,Forward,C\u00f4te d'Ivoire,CI,20
1867,66,1993-05-17,171,right,Rafa Silva,,Portugal,PRT,MD,MID,Midfielder,Portugal,PT,25
1868,70,1992-06-27,171,left,S. Mendoza,,Colombia,COL,FW,FWD,Forward,Colombia,CO,26
1869,78,1996-12-25,186,right,A. Mandrea,,France,FRA,GK,GKP,Goalkeeper,France,FR,22
1870,82,1986-12-26,188,left,H. Lloris,4418.0,France,FRA,GK,GKP,Goalkeeper,France,FR,32
1871,81,1990-10-01,184,left,A. Lopes,9905.0,Portugal,PRT,GK,GKP,Goalkeeper,France,FR,28
1872,78,1980-06-26,185,right,R. Vercoutre,,France,FRA,GK,GKP,Goalkeeper,France,FR,38
1873,82,1988-04-27,188,right,B. Koné,,France,FRA,DF,DEF,Defender,Burkina Faso,BF,30
1874,84,1989-07-05,188,right,D. Lovren,9598.0,Croatia,HRV,DF,DEF,Defender,Croatia,HR,29
1875,75,1993-11-14,182,left,S. Umtiti,4418.0,France,FRA,DF,DEF,Defender,Cameroon,CM,25
1876,71,1992-05-19,176,right,M. Zeffane,,Algeria,DZA,DF,DEF,Defender,France,FR,26
1877,70,1992-03-12,172,right,J. Ferri,,France,FRA,MD,MID,Midfielder,France,FR,26
1878,76,1989-03-10,187,right,M. Gonalons,,France,FRA,MD,MID,Midfielder,France,FR,29
1879,82,1986-07-11,185,right,Y. Gourcuff,,France,FRA,MD,MID,Midfielder,France,FR,32
1880,72,1991-01-07,186,right,C. Grenier,,France,FRA,MD,MID,Midfielder,France,FR,27
1881,79,1982-08-24,185,left,K. Källström,,Sweden,SWE,MD,MID,Midfielder,Sweden,SE,36
1882,79,1993-03-10,181,right,A. Pléa,,Mali,MLI,FW,FWD,Forward,France,FR,25
1883,84,1985-08-02,181,right,J. Briand,,Martinique,MTQ,FW,FWD,Forward,France,FR,33
1884,94,1993-02-27,195,right,A. Aréola,4418.0,Philippines,PHL,GK,GKP,Goalkeeper,France,FR,25
1885,80,1987-01-12,192,right,S. Sirigu,3757.0,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,31
1886,81,1983-08-31,185,right,M. Biševac,,France,FRA,DF,DEF,Defender,Serbia,RS,35
1887,70,1983-10-31,178,right,C. Jallet,,France,FRA,DF,DEF,Defender,France,FR,35
1888,75,1992-05-05,182,right,L. Landre,,Guadeloupe,GLP,DF,DEF,Defender,France,FR,26
1889,85,1990-02-15,176,right,Míchel,,Spain,ESP,DF,DEF,Defender,Brazil,BR,28
1890,90,1982-11-22,190,right,M. Bodmer,,France,FRA,DF,DEF,Defender,France,FR,36
1891,70,1987-04-09,175,left,B. Matuidi,4418.0,Angola,AGO,MD,MID,Midfielder,France,FR,31
1892,83,1982-08-28,187,left,T. Motta,,Italy,ITA,MD,MID,Midfielder,Brazil,BR,36
1893,78,1989-06-20,187,right,J. Pastore,,Italy,ITA,MD,MID,Midfielder,Argentina,AR,29
1894,85,1991-08-21,197,right,K. Coulibaly,19001.0,Mali,MLI,FW,FWD,Forward,Mali,ML,27
1895,70,1987-05-09,172,right,K. Gameiro,,Portugal,PRT,FW,FWD,Forward,France,FR,31
1896,69,1990-11-01,176,right,S. Corchia,,Italy,ITA,DF,DEF,Defender,France,FR,28
1897,89,1986-01-16,189,right,F. Armani,12274.0,Argentina,ARG,GK,GKP,Goalkeeper,Argentina,AR,32
1898,80,1993-01-06,175,left,J. Roussillon,,Guadeloupe,GLP,DF,DEF,Defender,France,FR,25
1899,74,1990-02-19,177,left,R. Boudebouz,16009.0,Algeria,DZA,MD,MID,Midfielder,France,FR,28
1900,86,1997-02-14,184,right,B. Embolo,6697.0,Switzerland,CHE,FW,FWD,Forward,Cameroon,CM,21
1901,62,1988-01-16,170,right,V. Nogueira,,Portugal,PRT,MD,MID,Midfielder,France,FR,30
1902,73,1993-11-20,181,right,S. Prcić,,Bosnia-Herzegovina,BIH,MD,MID,Midfielder,France,FR,25
1903,70,1990-02-20,178,left,R. Camara,,France,FRA,MD,MID,Midfielder,Guinea,GN,28
1904,64,1993-01-18,169,left,J. Quintero,12430.0,Colombia,COL,MD,MID,Midfielder,Colombia,CO,25
1905,83,1991-02-10,184,right,T. Monconduit,,France,FRA,MD,MID,Midfielder,France,FR,27
1906,77,1988-12-09,185,right,G. Mandjeck,,Cameroon,CMR,MD,MID,Midfielder,Cameroon,CM,30
1907,82,1994-06-22,190,right,S. Haller,,France,FRA,FW,FWD,Forward,France,FR,24
1908,82,1992-07-29,180,right,P. Ntep,,France,FRA,MD,MID,Midfielder,Cameroon,CM,26
1909,87,1993-03-04,186,right,M. Dupé,,France,FRA,GK,GKP,Goalkeeper,France,FR,25
1910,80,1991-09-22,186,right,E. Zelazny,,Poland,POL,GK,GKP,Goalkeeper,France,FR,27
1911,77,1986-01-30,182,right,J. Martins-Pereira,,Portugal,PRT,DF,DEF,Defender,France,FR,32
1912,81,1989-11-15,183,right,D. Torres,,Colombia,COL,MD,MID,Midfielder,Colombia,CO,29
1913,73,1985-11-08,178,left,V. Bessat,,France,FRA,MD,MID,Midfielder,France,FR,33
1914,73,1985-02-23,173,right,I. Cissokho,,Senegal,SEN,DF,DEF,Defender,France,FR,33
1915,66,1993-03-01,178,right,J. Veretout,,France,FRA,MD,MID,Midfielder,France,FR,25
1916,82,1985-03-28,185,right,S. Mandanda,4418.0,France,FRA,GK,GKP,Goalkeeper,Congo DR,CD,33
1917,75,1989-08-28,178,right,Azpilicueta,1598.0,Spain,ESP,DF,DEF,Defender,Spain,ES,29
1918,71,1984-04-02,172,left,J. Morel,,France,FRA,DF,DEF,Defender,France,FR,34
1919,77,1990-03-27,184,right,N. N'Koulou,,Cameroon,CMR,DF,DEF,Defender,Cameroon,CM,28
1920,68,1985-03-20,176,right,M. Amalfitano,,France,FRA,MD,MID,Midfielder,France,FR,33
1921,80,1987-01-02,185,right,L. Rémy,,Martinique,MTQ,FW,FWD,Forward,France,FR,31
1922,71,1982-01-05,184,right,J. Plašil,,France,FRA,MD,MID,Midfielder,Czech Republic,CZ,36
1923,80,1989-08-05,183,right,G. Sertic,,Croatia,HRV,MD,MID,Midfielder,France,FR,29
1924,90,1988-04-25,194,right,C. Diabaté,,Mali,MLI,FW,FWD,Forward,Mali,ML,30
1925,73,1990-10-26,175,right,H. Saivet,,France,FRA,MD,MID,Midfielder,Senegal,SN,28
